-3.215795896075206439e-01,4.275576125292362972e-02,-3.890208492669633977e-01,-1.930242321069721712e-01,1.184033918887233555e-01,-2.772949174720127363e-01,1.219039077100961439e-02,4.304660956979280279e-02,4.663367587776055534e-01,-5.342706053106739406e-01
-3.791065245351529223e-01,-1.051739202341053607e-02,-3.794206597443999240e-01,-2.563919618903318098e-01,1.939033880489587358e-01,-2.338141512824616075e-01,-1.197826690139547172e-02,1.234469298030023837e-01,5.642089116424375828e-01,-5.809847015142000082e-01
3.166060291638595481e-01,-3.604634421366891828e-01,-6.044276417880831698e-01,-5.610131592515693599e-01,3.935475654375910626e-01,-4.010204027266723870e-01,-5.463353041706414670e-01,2.069350550702243330e-01,4.464354029193801088e-02,2.152194331457071060e-03
-3.900900246468328447e-01,4.268107683561871979e-01,-3.285690494963346975e-01,2.135568967464623324e-01,-2.925194487055269854e-01,-3.869359375782459032e-01,3.554831073292252785e-01,-3.364325239557901526e-01,2.839954605997048187e-01,-5.980917377040774197e-01
1.749480250004318838e-01,-3.642410990584781794e-01,-5.668316377829915043e-01,-5.798123317525892828e-01,4.368722860410846343e-01,-3.399087340188641226e-01,-4.999177162234049177e-01,2.696173210119803820e-01,2.005517238977276573e-01,-1.152107553346891217e-01
-4.545971058234083428e-01,5.353098467740101674e-01,-2.993755655744378408e-01,3.237247942293912661e-01,-3.961471750298466987e-01,-3.988660703748134750e-01,4.682628152935736088e-01,-4.249381614192028200e-01,2.813724802182918094e-01,-6.535522428051206978e-01
-2.312227460598643702e-01,8.117754616173407378e-02,-4.090567944786792642e-01,-1.422407150123460029e-01,5.046406327518045132e-02,-3.292655566088250052e-01,1.252537391060357282e-02,-3.517920122409443767e-02,3.428366493070014731e-01,-4.600693353909428573e-01
1.535930159606207213e-01,1.248038611126503078e-01,-5.075321261217360380e-01,-5.523246166673692614e-02,-1.045691072024409751e-01,-5.073114441190220703e-01,-8.582769745892562807e-02,-2.408881474884956020e-01,-1.029750197343315410e-01,-1.418618707236065646e-01
2.860074850000148827e-01,-2.036102279742027232e-01,-5.790358617764369553e-01,-3.952321958635315324e-01,2.264437108769716822e-01,-4.446950519053786133e-01,-4.052140707680964016e-01,5.303497151555146977e-02,-2.699240231534230303e-02,-2.608345929460341092e-02
2.233450750050862132e-01,1.965168975537326113e-01,-5.183926849754036947e-01,2.926994641293893112e-02,-2.040809389781445549e-01,-5.626002583733090701e-01,-5.060401587727744732e-02,-3.459343140722523913e-01,-2.264009550163547935e-01,-8.535075416462949149e-02
3.701293380859378424e-01,-2.538152331380759130e-01,-6.071069222880803862e-01,-4.405659960512780526e-01,2.594156066886142420e-01,-4.620661308692219915e-01,-4.763870170427278450e-01,7.151031847939122443e-02,-8.454454913556413986e-02,4.457073619560463634e-02
8.370948728722335530e-02,1.895807699321148954e-01,-4.816853134490338140e-01,7.278756439864690619e-03,-1.577794582785175814e-01,-5.012022772680405636e-01,-7.520090361991295554e-03,-2.807354779663385758e-01,-7.057296177195018783e-02,-2.009793637546131717e-01
1.542290964109182816e-01,6.919778792393511957e-02,-5.137938357631126607e-01,-1.150653163094916831e-01,-4.251078423979032239e-02,-4.875213277895960040e-01,-1.322841946648286304e-01,-1.820997252650588816e-01,-6.652258848514899792e-02,-1.403171327577762417e-01
-1.447327985771569014e-01,4.262247113927794540e-01,-3.944677203725135972e-01,2.384383104757508143e-01,-3.595807258306032983e-01,-4.902121128029290897e-01,2.691584880011675396e-01,-4.374297867996950751e-01,1.871813482685053334e-02,-3.946840570404065440e-01
3.090026166263408758e-01,-2.885258891608837861e-01,-5.945075166032441905e-01,-4.843124719564319558e-01,3.151341231089683781e-01,-4.237629595204898680e-01,-4.838624148469160002e-01,1.336887855807058212e-01,4.826876466696831264e-03,-5.467164289409307334e-03
-4.882254533637034877e-01,5.283285626795738432e-01,-2.911170998482077166e-01,3.127077980685585845e-01,-3.790525459754518489e-01,-3.821638834836782461e-01,4.742229452165641623e-01,-4.035964040426812671e-01,3.224477371194469644e-01,-6.813018313153433869e-01
-3.090074694950923836e-02,4.637337106897863881e-02,-4.666197920271872301e-01,-1.589019896773039009e-01,3.412889784509048896e-02,-4.012033539576563279e-01,-8.649467117444159525e-02,-8.118567294803701040e-02,1.491781606446279107e-01,-2.933689926957674388e-01
-3.599234128128419585e-01,4.047563964786494162e-01,-3.390791970617998419e-01,1.929366566714114106e-01,-2.761621819328849425e-01,-3.917041854626057695e-01,3.265922017879557271e-01,-3.255055976176168264e-01,2.660624065850493714e-01,-5.726805964759660306e-01
8.544762211283433995e-02,-3.777209632136577233e-02,-5.070557064063446751e-01,-2.374455622043026015e-01,9.619235705129268454e-02,-4.199239246115032964e-01,-1.971619263625914442e-01,-4.001390338789504592e-02,7.940164943545668930e-02,-1.953785478176892632e-01
2.044791706458334024e-01,3.967486896305671418e-01,-4.913973697375590977e-01,2.429984004769485950e-01,-4.229718963192107828e-01,-6.268712014286039746e-01,1.224799463348400508e-01,-5.507603663099922553e-01,-3.397148201049140503e-01,-1.046539580189756596e-01
-9.015370349390770810e-02,4.101140660529821735e-01,-4.108771776094479189e-01,2.267591237983946351e-01,-3.566133361994279216e-01,-5.074211788060186690e-01,2.366689065886926069e-01,-4.429258291634247668e-01,-2.961837002953246131e-02,-3.491441372344605276e-01
-5.172270151280133205e-02,3.057109173749864572e-01,-4.326252399528554005e-01,1.182919308558594840e-01,-2.503728937294659174e-01,-4.859700885301918016e-01,1.364174033995695923e-01,-3.479700044649294277e-01,-1.496448943920213742e-03,-3.153752014705173967e-01
3.874619202497678327e-01,2.792212035564577977e-01,-5.533693162270656440e-01,1.354244081901878616e-01,-3.419382526319477145e-01,-6.616553698905979219e-01,-3.925476401058844433e-02,-5.017359333679752842e-01,-4.593449693493754094e-01,4.918605138825903750e-02
3.012109801504150308e-01,-3.288791119170676458e-01,-5.968371109342840430e-01,-5.285912496975170294e-01,3.624475779934666075e-01,-4.059202310183612772e-01,-5.146884417169831361e-01,1.797696781389704623e-01,4.021680871474514474e-02,-1.118794516384309136e-02
-2.542273970033910313e-01,5.200792998924211874e-01,-3.548072881642742593e-01,3.281532398032520614e-01,-4.344021580210049027e-01,-4.778846540162370871e-01,3.855006769330592831e-01,-4.917509589763135458e-01,7.458844688000590417e-02,-4.871704931055290677e-01
-3.613968917681056325e-01,4.285821414382871564e-01,-3.360739825799896052e-01,2.184485911584432838e-01,-3.024210955951881497e-01,-3.996771972348719948e-01,3.469177360686839795e-01,-3.501975042510371283e-01,2.517438480429618486e-01,-5.743380309758358004e-01
-1.864253938569924302e-02,-2.126365082409041596e-01,-4.982806193645587522e-01,-4.366334213996739266e-01,3.206275121727906741e-01,-3.129427710557679543e-01,-3.061383093238504438e-01,1.887975350092633564e-01,3.089065949540514278e-01,-2.784679795886909615e-01
2.031596214777435239e-01,2.961260507374825490e-01,-5.020654145110388100e-01,1.344702430799156745e-01,-3.099916463377893061e-01,-5.900177104994032140e-01,3.927835492452735888e-02,-4.433558305351762985e-01,-2.710767851581741272e-01,-1.039067243950849290e-01
2.575265332066262181e-01,2.222165324818920207e-01,-5.247491716514882665e-01,6.050790853050882351e-02,-2.422776536786818702e-01,-5.862878827858043485e-01,-4.119417671957242844e-02,-3.873834420982928961e-01,-2.805777278794123752e-01,-5.748514065510133136e-02
9.148580795946636979e-02,-1.804624745449082968e-01,-5.243060451932839428e-01,-3.905241179620947412e-01,2.542237956525320031e-01,-3.709989910042909012e-01,-3.179150414980306816e-01,1.090178692987907177e-01,1.681713094506581130e-01,-1.877621534417350246e-01
